client,server,condition,repetition,n_pings,mean_ms,std_ms,min_ms,max_ms,p50_ms,p95_ms,p99_ms,mdev_ms,packet_loss
srv03,st07,idle,1,500,0.056858,0.018092997239213753,0.029,0.263,0.053,0.08505000000000003,0.09601,0.018,0.0
srv03,st07,idle,2,500,0.05718199999999999,0.019069141047266945,0.032,0.26,0.053,0.084,0.11,0.019,0.0
srv03,st07,idle,3,500,0.056597999999999996,0.01624512863626563,0.028,0.243,0.053,0.082,0.09900999999999999,0.016,0.0
srv03,st07,50pct,1,500,0.03867999999999999,0.011953718365660575,0.027,0.223,0.036,0.051050000000000005,0.06411999999999989,0.011,0.0
srv03,st07,50pct,2,500,0.041052,0.011834077352018073,0.027,0.125,0.038,0.063,0.09005999999999995,0.011,0.0
srv03,st07,50pct,3,500,0.055751999999999996,0.021363034768239697,0.031,0.159,0.05,0.10105000000000001,0.13001,0.021,0.0
srv03,st07,100pct,1,500,0.08526600000000001,0.0662501729418849,0.031,0.996,0.0645,0.181,0.30904999999999994,0.066,0.0
srv03,st07,100pct,2,500,0.047240000000000004,0.01870813696704071,0.028,0.18,0.042,0.08205000000000001,0.12403999999999997,0.018,0.0
srv03,st07,100pct,3,500,0.07433399999999998,0.10681361683550915,0.029,1.51,0.049,0.16720000000000004,0.47522999999999976,0.106,0.0
srv03,st08,idle,1,500,0.04308999999999999,0.016024964867293656,0.024,0.282,0.041,0.06605000000000003,0.07808999999999991,0.016,0.0
srv03,st08,idle,2,500,0.04233599999999999,0.008944445774917575,0.026,0.094,0.042,0.058,0.06801,0.008,0.0
srv03,st08,idle,3,500,0.04612,0.007987816373755825,0.028,0.082,0.046,0.06,0.06901,0.008,0.0
srv03,st08,50pct,1,500,0.04589799999999999,0.05850282691900478,0.03,1.31,0.04,0.05905000000000001,0.09726999999999975,0.058,0.0
srv03,st08,50pct,2,500,0.04151,0.0124429721172323,0.028,0.177,0.038,0.06,0.07703999999999997,0.012,0.0
srv03,st08,50pct,3,500,0.049511999999999994,0.01707679976401787,0.028,0.163,0.045,0.07910000000000003,0.11402999999999998,0.017,0.0
srv03,st08,100pct,1,500,0.07009999999999998,0.12075957830128013,0.03,1.85,0.049,0.132,0.4229499999999991,0.12,0.0
srv03,st08,100pct,2,500,0.058396,0.0259338449256035,0.03,0.294,0.051,0.10710000000000003,0.15801,0.025,0.0
srv03,st08,100pct,3,500,0.059839999999999983,0.03349450946541324,0.029,0.533,0.051,0.11505000000000001,0.14104999999999995,0.033,0.0
